CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,
Milwaukee,,,WI,US,2020-09-05,,,,,,,The People's Revolution,"against racism, against police violence",1,march,,,,,1,1,https://www.jsonline.com/story/news/local/2020/09/05/milwaukee-wauwatosa-protesters-hit-100-days-marching-look-future/5707624002/,,,Article notes that marches and protests have happened for 100 consecutive days in Milwaukee.,,
Muncie,City Hall,,IN,US,2020-09-05,count: FB,19,,19,,,Muncie Indiana BLM Vigils,"against racism, against police violence",1,vigil,,,,,1,1,https://www.facebook.com/events/296982498050548/,,,,,
New York,Union Square,,NY,US,2020-09-05,count: FB,52,,52,,,Extinction Rebellion NYC; Refuse Fascism NYC,"for resignation of President Trump, against fascism, against racism, against police violence",1,protest,,,,,1,1,https://www.facebook.com/events/596879177887266/,,,Trump/Pence Out Now,,
New York,"Beach 116th St, Rockaway Beach, Queens",,NY,US,2020-09-05,dozens,24,,24,,,Black Surfing Association,"against racism, against police violence",1,paddle-out,,,,,0,1,https://gothamist.com/news/black-surfing-association-leads-fifth-paddle-out-summer-protest-police-violence,,,,,
Orlando,Orlando City Hall,,FL,US,2020-09-05,count: FB,5,,5,,,Refuse Fascism; Refuse Fascism Orlando,"for resignation of President Trump, against fascism, against racism, against police violence",1,protest,,,,,1,1,https://www.facebook.com/events/232781528052428/,,,Trump/Pence Out Now,,
Palm Beach Gardens,Northlake and Military,,FL,US,2020-09-05,,,,,,,Police Wives Association of Florida,for police,2,rally,,,,,1,1,https://www.facebook.com/events/3102720476511804/,,,,,
Philadelphia,Liberty Bell Park,,PA,US,2020-09-05,,,,,,,PHILLY REFUSE FASCISM,"for resignation of President Trump, against fascism, against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/398478737794787/,,,Trump/Pence Out Now,,
Pittsburgh,Point State Park,,PA,US,2020-09-05,,,,,,,Voices for the Children,"against pedophelia, against child sex trafficking",0,march,,,,,1,1,https://www.rallylist.com/voices-for-the-children-march/,,,,,
Pittsburgh,Liberty Ave and Stanwix St; Penn Ave; outside Mayor Peduto's home,,PA,US,2020-09-05,,,,,,,general protesters,"against racism, against police violence",1,march,,,,,0,1,https://triblive.com/local/pittsburgh-officials-denounce-weekend-disturbances-during-downtown-protests/,https://triblive.com/local/weekend-fracas-in-downtown-pittsburgh-viewed-by-some-as-isolated-others-wary/,,Event gained national attention for video of protesters accosting diners.,,
Portland,109 Middle St,,ME,US,2020-09-05,POSTPONED,,,,,,Black Lives Matter Maine,"against racism, against police violence",1,protest,,,,,0,0,https://www.facebook.com/events/611504029548927/,https://www.sheltonherald.com/news/article/Organizers-postpone-Black-Lives-Matter-protest-in-15545632.php,,Event postponed by organizers due to credible threats of violence by counter-protesters.,,
Portland,Ventura Park,,OR,US,2020-09-05,more than 500,500,,500,,,general protesters,"against racism, against police violence",1,rally; march,several,,,1,1,1,https://www.washingtonpost.com/nation/2020/09/05/tension-rises-louisville-right-wing-left-wing-groups-clash-racial-justice-demonstrations/,https://www.oregonlive.com/portland/2020/09/park-sit-ins-kick-off-101st-consecutive-day-of-portland-protests.html,https://twitter.com/johnogpdx/status/1301689341522010112,https://twitter.com/R3volutionDaddy/status/1302533428064083968,1,
Portland,Lents Park,,OR,US,2020-09-05,count pic,50,,100,,,general protesters,"against racism, against police violence",1,sit-in,,,,,0,1,https://www.oregonlive.com/portland/2020/09/park-sit-ins-kick-off-101st-consecutive-day-of-portland-protests.html,https://twitter.com/SnackVanTM/status/1302401334084132866,,Billed as celebration of 100th day of protests. Food distributed as well.,,
Portland,King School Park,,OR,US,2020-09-05,around 100,100,,100,,,general protesters,"against racism, against police violence",1,sit-in,,,,,0,1,https://www.oregonlive.com/portland/2020/09/park-sit-ins-kick-off-101st-consecutive-day-of-portland-protests.html,,,Billed as celebration of 100th day of protests. Food distributed as well.,,
Richmond,201 South 1st St,,IN,US,2020-09-05,count: FB,50,,50,,,general protesters,"against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/919201221921081/,,,,,
Rochester,Rev. Dr. Martin Luther King Jr. Park,,MN,US,2020-09-05,,,,,,,Los Brown Berets - Minnesota,"against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/234218364556060/,https://twitter.com/pghphotos/status/1302419739927621632,,,,
Rochester,City Hall,,NY,US,2020-09-05,around 1500,1500,,1500,,,Free the People Roc,"against racism, against police violence, for defunding police, for resignation of mayor",1,rally; march,2,,1,1,1,1,https://www.washingtonpost.com/nation/2020/09/05/tension-rises-louisville-right-wing-left-wing-groups-clash-racial-justice-demonstrations/,https://www.facebook.com/events/316100522835295/,https://abcnews.go.com/US/protesters-charged-alleged-attacks-police-rochester-demonstration/story?id=72912860,,1,
Roseburg,Stewart Pkwy,,OR,US,2020-09-05,dozens,24,,24,,,general protesters,"against child sex trafficking, #SaveOurChildren",0,march,,,,,1,1,https://www.kezi.com/content/news/Save-Our-Children-march-in-Roseburg-spotlights-human-trafficking-572331161.html,,,,,
Saint Paul,Minnesota State Capitol,,MN,US,2020-09-05,count: FB,268,,268,,,One Minnesota; The TRUCE Center; Twin Cities Relief,"against racism, against police violence, for voter registration",1,march; rally,,,,,1,1,https://www.facebook.com/events/2778915942342074/,,,Make America Arrest the Cops Who Killed Breonna Taylor March/Rally,,
San Diego,San Diego Civic Center,,CA,US,2020-09-05,count: FB,12,,12,,,Refuse Fascism San Diego,"for resignation of President Trump, against fascism, against racism, against police violence",1,protest,,,,,1,1,https://www.facebook.com/events/300648761194570/,,,Trump/Pence Out Now,,
San Francisco,Embarcadero Plaza,,CA,US,2020-09-05,count: FB,81,,81,,,Refuse Fascism Bay Area; Vigil for Democracy,"for resignation of President Trump, against fascism, against racism, against police violence",1,protest,,,,,1,1,https://www.facebook.com/events/301028291223801/,,,Trump/Pence Out Now,,
San Jose,City Hall,,CA,US,2020-09-05,,,,,,,general protesters,unity; pro LGBTQ rights; antiracism,0,roller skate,,,,,1,1,https://www.instagram.com/p/CEQB_DUhpb4/,,,,,
Seattle,Westlake Park,,WA,US,2020-09-05,count: FB,55,,55,,,Refuse Fascism; Refuse Fascism Seattle,"for resignation of President Trump, against fascism, against racism, against police violence",1,protest,,,,,1,1,https://www.facebook.com/events/499288427620925/,,,Trump/Pence Out Now,,
Sunnyvale,540 Fair Oaks Avenue,,CA,US,2020-09-05,,,,,,,general protesters,protest sexual assault,0,protest,,,,,1,1,https://www.instagram.com/p/CEmd0LbB9-5/,,,,,
Toms River,,,NJ,US,2020-09-05,,,,,,,"Jersey Shore Boaters, LEO Support & Vets for Trump","for President Trump, for police",2,boat parade,,,,,1,1,https://www.nj.com/politics/2020/09/trump-boaters-take-to-the-jersey-shore-again-in-hopes-of-breaking-world-record.html,,,Attempting to break world record for largest boat parade.,,
Tulsa,Center of the Universe,,OK,US,2020-09-05,count: FB,61,,61,,,The Progressive Report; Tulsa Anti-Racist Action,"for resignation of President Trump, against fascism, against racism, against police violence",1,protest,,,,,1,1,https://www.facebook.com/events/238511984065206/,,,,,
Vernon Hills,Robert W. Depke Juvenile Complex Center,,IL,US,2020-09-05,,,,,,,Illinois Gun Owners Together,"for Second Amendment rights, for release of Kyle Rittenhouse",2,protest,,,,,1,1,https://thepostmillennial.com/illinois-gun-owners-group-announce-support-for-kyle-rittenhouse,,,Free Kyle Rittenhouse,,
Virginia Beach,Oceanfront,,VA,US,2020-09-05,,,,,,,Black Lives Matter 757,"against racism, against police violence",1,rally,several,,,,1,1,https://twitter.com/13AngeloVargas/status/1302396738519605249,https://www.instagram.com/p/CEzxuXcHTR4/?igshid=3eiwmzh9emu2,,,,
Washington,Black Lives Matter Plaza,,DC,US,2020-09-05,,,,,,,Refuse Fascism,"for resignation of President Trump, against fascism, against racism, against police violence",1,protest,,,,,1,1,https://twitter.com/RefuseFascismLA/status/1298803481000771585/photo/1,,,Trump/Pence Out Now,,
Washington,"Mellon St and Martin Luther King Jr. Ave, SE",,DC,US,2020-09-05,more than 150; around 200,150,,200,,,Black Lives Matter DC,"against racism, against police violence, honoring the life of Deon Kay",1,vigil; march,0,0,0,0,0,1,https://www.washingtonpost.com/local/protests-continue-saturday-in-dc-after-police-fatally-shoot-18-year-old-deon-kay-in-southeast/2020/09/05/f72a910e-eed6-11ea-ab4e-581edb849379_story.html,https://dcist.com/story/20/09/05/deon-kay-shooting-mpd-defund-protests-dc-saturday/,,,,
Washington,Dupont Circle to Adams Morgan,,DC,US,2020-09-05,dozens; about 300,24,,300,,,Occupy DC,"against racism, for abolishing police",1,march,1,0,0,0,0,1,https://www.washingtonpost.com/local/protests-continue-saturday-in-dc-after-police-fatally-shoot-18-year-old-deon-kay-in-southeast/2020/09/05/f72a910e-eed6-11ea-ab4e-581edb849379_story.html,https://twitter.com/rawsmedia/status/1302383885402230786,https://dcist.com/story/20/09/05/deon-kay-shooting-mpd-defund-protests-dc-saturday/,Fuck the Police March,,https://twitter.com/rawsmedia/status/1302411440855420930
Washington,in front of the 7th District Police Department,,DC,US,2020-09-05,dozens,24,,24,,,general protesters,"against racism, for abolishing police",1,protest,0,0,0,0,0,1,https://dcist.com/story/20/09/05/deon-kay-shooting-mpd-defund-protests-dc-saturday/,,,,,
Williamsburg,Merchants Square,,VA,US,2020-09-05,150-plus people,150,,150,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,https://www.wtkr.com/sports/tribe-sprinter-felecia-hayes-hosts-protests-every-week-for-4-months-straight,,,,,
Burlington,Battery Park,,VT,US,2020-09-06,,,,,,,general protesters,"against racism, against police violence",1,encampment; march,,,,,1,1,https://www.wcax.com/2020/09/09/burlington-city-council-holds-emergency-meeting-to-hear-from-protesters/,,,,,
Burlington,Battery Park,,VT,US,2020-09-06,,,,,,,churchgoers,for racial justice,1,vigil,,,,,0,1,https://www.wcax.com/2020/09/07/church-supports-burlington-protesters-with-weekly-silent-vigil/,,,,,
Cleveland,2511 E 46th St,,OH,US,2020-09-06,count: FB,132,,132,,,Black Spring CLE,"against racism, for abolishing police",1,protest,,,,,1,1,https://www.facebook.com/events/329234811766467/,,,,,
Corpus Cristi,Cole Park,,TX,US,2020-09-06,count: FB,357,,357,,,Make Corpus Cristi Great Again,"against pedophelia, against child sex trafficking",0,march,,,,,1,1,https://www.facebook.com/events/319234345890209/,,,,,
Ithaca,Ithaca Commons,,NY,US,2020-09-06,dozens,24,,24,,,general protesters,"against racism, against police violence, for defunding police",1,rally; march,,,,,1,1,https://ithacavoice.com/2020/09/sunday-protests-return-avoid-ipd-hq-after-last-weeks-incident/,,,Truth & Justice rally,,
Kansas City,Brookside Park,,MO,US,2020-09-06,count: FB,125,,125,,,Unity Southeast in Kansas City; Love Thy Neighbor - Kansas City,against racism,1,march,,,,,1,1,https://www.facebook.com/events/301161377810085/,,,,,
Kansas City,1927 McGee St,,MO,US,2020-09-06,count: FB,14,,14,,,Voice of the Patriots,"for President Trump, for freedom",2,parade,,,,,0,1,https://www.facebook.com/events/354007569346086/,,,,,
Los Angeles,"LA County Sheriff's Station, 1310 W Imperial Hwy",,CA,US,2020-09-06,,,,,,,general protesters,"against racism, against police violence, ",1,protest,,,,,1,1,https://www.dailynews.com/2020/09/09/deputies-arrest-17-and-recover-knives-poles-fireworks-at-dijon-kizzee-protest/,,,,,
Minneapolis,"Cup Foods, 3759 Chicago Ave S",,MN,US,2020-09-06,count: FB,75,,75,,,George Floyd Mpls Coalition,"against racism, against police violence",1,rally; march,,,,,1,1,https://www.facebook.com/events/602824577053580/,,,We Still Can't Breathe Rally and March,,
Oakland,Diamond Park Playground,,CA,US,2020-09-06,,,,,,,general protestors,antiracism; defund the police,1,protest,,,,,1,1,https://www.instagram.com/p/CEsdO8shdHq/?igshid=154yrqexs652f,,,,,
Philadelphia,Malcolm X Park,,PA,US,2020-09-06,,,,,,,World Workers Party; World Workers Party Philadelphia,"against racism, for abolishing police, against capitalism, against imperialism",1,rally,,,,,1,1,https://www.rallylist.com/abolish-the-police-means-abolish-capitalism/,,,,,
Portland,"Portland Police Bureau: North Precinct, 449 NE Emerson St",,OR,US,2020-09-06,about 100,100,,100,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.washingtonpost.com/nation/2020/09/07/mayor-pledges-reform-fresh-protests-hit-rochester/,,,,,
Portsmouth,Portsmouth City Hall,,VA,US,2020-09-06,at least 100,100,,100,,,general protesters,against dismissal of Police Chief Angela Greene,0,rally,,,,,1,1,https://www.wric.com/news/virginia-news/protesters-rally-in-support-of-portsmouth-police-chief-placed-on-administrative-leave/,,,Support Chief Greene Rally,,
Rochester,Public Safety Building,,NY,US,2020-09-06,"more than 1,000",1000,,1000,,,general protesters,"against racism, against police violence",1,protest; march,,,,,1,1,https://www.rochesterfirst.com/news/local-news/live-rally-for-daniel-prude-in-downtown-rochester/,https://www.washingtonpost.com/nation/2020/09/07/mayor-pledges-reform-fresh-protests-hit-rochester/,https://www.washingtonpost.com/nation/2020/09/07/rochester-protests-daniel-prude/,,,
Seattle,Cal Anderson Park,,WA,US,2020-09-06,,,,,,,Seattle Alliance Against Racist and Political Oppression,"against racism, against police violence",1,rally,,,,,1,1,https://mynorthwest.com/2139072/protests-planned-seattle-holiday-weekend/?,,,,,
Shelton,South First Street,,WA,US,2020-09-06,,,,,,,general protestors,antiracism; Black Lives Matter,1,counterprotest,,,,,1,1,https://www.king5.com/article/news/local/black-lives-matter-back-the-blue-protests-happen-simultaneously-on-shelton-streets/281-2bff9e49-dba7-4d25-b5e4-8afce30dc52e,,,,,
Shelton,South First Street,,WA,US,2020-09-06,,,,,,,general protestors,pro police; Blue Lives Matter,1,protest,,,,,0,1,https://www.king5.com/article/news/local/black-lives-matter-back-the-blue-protests-happen-simultaneously-on-shelton-streets/281-2bff9e49-dba7-4d25-b5e4-8afce30dc52e,,,,,
Somerset,"Ocean State Job Lot, 869 US-6",,MA,US,2020-09-06,around 100,100,,100,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.southcoasttoday.com/news/20200907/pro-trump-counter-protesters-compete-with-somerset-black-lives-matter-protest,,,,,
Somerset,"New England for Trump, 899 US-6",,MA,US,2020-09-06,count pic,20,,30,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.southcoasttoday.com/news/20200907/pro-trump-counter-protesters-compete-with-somerset-black-lives-matter-protest,,,,,
Springfield,Illinois State Capitol,,IL,US,2020-09-06,count: FB,56,,56,,,Refuse Fascism Southern and Central Illinois; In Black Ink,"against racism, for defunding police, for LGBTQ rights, against pedophelia, for abolishing ICE, against gun violence, for environmental protection, for equality",1,rally; march,,,,,1,1,https://www.facebook.com/events/610993379778264/,,,,,
Tulsa,71st and Memorial,,OK,US,2020-09-06,count: FB,61,,61,,,general protesters,"against racism, against police violence",1,rally,,,,,1,1,https://www.facebook.com/events/778138839588836/,,,,,
Vacaville,,,CA,US,2020-09-06,,,,,,,@voicesofvv,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CEnjwDRBpQO/,,,,,
Virginia Beach,Oceanfront,,VA,US,2020-09-06,,,,,,,Black Lives Matter 757,"against racism, against police violence",1,rally,,,,,1,1,https://twitter.com/13AngeloVargas/status/1302768259750678529,https://twitter.com/BLM757/status/1302721012111347712,,,,
West Hartford,outside town hall,,CT,US,2020-09-06,estimated 160,160,,160,,,"foorball players, cheerleaders, and supporters",support playing contact football this fall,0,rally; march,0,0,0,0,1,1,https://we-ha.com/let-us-play-football-players-coaches-parents-fans-rally-in-west-hartford/?fbclid=IwAR25Ng0svJkAm54_yEGaWh10Qf2c2iw-FYuoh-S-C9GPlaDVQ7usImMH4Tw,,,,,
Anchorage,Town Square Park,,AK,US,2020-09-07,count: FB,458,,458,,,NAACP Anchorage; Alaska Black Caucus,"against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/3179183032199855/,,,,,
