CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2-Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Portland,Tom McCall Waterfront Park,,OR,US,2020-08-17,"more than 1,200 demonstrators altogether",400,,,,,Rose City Antifa,"against Proud Boys, against racism",1,counter-protest,unknown,unknown,,1,1,1,https://www.oregonlive.com/portland/2019/08/portland-protests-antifa-right-wing-groups-set-to-face-off-downtown-live-updates.html,,,,
Las Vegas,"Clark County Commission offices, 500 South Grand Central Parkway",,NV,US,2020-08-18,,,,,,,Bartenders Union Local 165; Culinary Workers Union Local 226; IATSE Local 720; National Nurses United; Operating Engineers Local 501; SEIU 1107; Teamsters Local 986; Teamsters Local 631; United Auto Workers Local 3555,for hospitality workers' right to return to work during coronavirus pandemic,0,rally,,,,,1,1,https://www.culinaryunion226.org/news/press/save-our-jobs-coalition-launches-campaign-to-win-right-to-return?ftag=MSF0951a18,https://www.reviewjournal.com/business/casinos-gaming/union-workers-rally-again-for-right-to-return-to-jobs-2140187/,,,
San Francisco,Holly Park,,CA,US,2020-08-18,,,,,,,defundsfpdnow,defund the police,1,protest,,,,,1,1,https://sf.funcheap.com/defund-sfpd-direct-action-protest/,,,,
Minneapolis,,,MN,US,2020-08-19,count video,100,,100,,,general protesters,"against racism, against police violence, remembering Justin Teigen",1,protest,,,,,1,1,https://unicornriot.ninja/2020/protest-marks-11th-anniversary-of-justin-teigens-death-after-police-encounter/,,,,
Pittsburgh,outside Mayor Bill Peduto's house,,PA,US,2020-08-19,around 300,300,,300,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.pghcitypaper.com/pittsburgh/photos-protesters-camp-outside-pittsburgh-mayor-pedutos-house-overnight/Content?oid=17844099,,,linked to arrest of bike marshall at Civil Saturdays event on August 15,
Pittsburgh,outside Mayor Bill Peduto's house,,PA,US,2020-08-19,count pic,50,,60,,,general protesters,against police misconduct,1,protest,1,several,,,1,1,https://www.pghcitypaper.com/pittsburgh/police-escalate-protest-outside-pedutos-house-with-pepper-spray-projectiles-and-apparent-kettling/Content?oid=17850358,,,"police used pepper spray, kettling, impact munitions",1
Pittsburgh ,Point Breeze,Allegheny,PA,US,2020-08-19,,,,,,,general protesters,against police violence; against police shooting of black person,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/national/police-clash-with-protesters-outside-house-of-pittsburgh-mayor-the-latest-public-official-to-see-protests-at-home/2020/08/20/78375c64-e31a-11ea-8181-606e603bb1c4_story.html,,,,1
Las Vegas,LGBTQ Center of Southern Nevada,,NV,US,2020-08-20,sixty,60,,60,,,general protesters,"against violence against transgender people, against racism",1,vigil,,,,,1,1,https://www.reviewjournal.com/local/local-las-vegas/las-vegas-vigil-remembers-transgender-homicide-victims-in-us-2100213/,,,,
Kansas City,Overland Park,,MO,US,2020-08-21,approximately 80,80,,80,,,general protesters,"for police reform, against racism",1,protest,,,,,1,1,https://www.thepitchkc.com/overland-park-was-the-unusual-site-of-last-fridays-peaceful-police-protest/,,,,
Oak Grove,Oak Grove High School,,MS,US,2020-08-21,dozens,24,,24,,,students,"against racism, against school administrators' response to racism",1,protest,,,,,1,1,https://www.mississippifreepress.org/5625/good-trouble-in-a-white-flight-suburb-oak-grove-high-kids-confront-racism/,,,,
Saint George,Woodward School Building,,UT,US,2020-08-21,up to a thousand people,1000,,1000,,,Liberty Action Coalition,against mask mandate for Utah students due to COVID-19 pandemic,2,protest,,,,,1,1,https://www.abc4.com/news/top-stories/no-more-masks-hundreds-attend-anti-mask-mandate-rally-in-st-george/,https://twitter.com/Jared_Carrabis/status/1305521504365535232,,,
San Francisco,Golden Gate Bridge,,CA,US,2020-08-21,,,,,,,general protestors,antiracism; protest pandemic response,1,march,,,,,1,1,https://sf.funcheap.com/san-francisco-march-dead/,"https://www.eventbrite.com/e/sf-march-for-the-dead-golden-gate-bridge-tickets-116385240387#:~:text=On%20Friday%2C%20August%2021%2C%20join%20us%20in%20a,iconic%20bridges%3A%20NYC%2C%20Brooklyn%20Bridge%3B%20Seattle%2C%20Montlake%20Bridge",,,
San Francisco,City Hall to Hall of Justice,,CA,US,2020-08-21,FB: 64,64,,64,,,Slash SFPD Stash - Guns & Cash,defund the police,1,march,,,,,1,1,https://www.facebook.com/events/233072681179770,https://www.youtube.com/watch?v=CUdos9WceeQ,,,
Abilene,Everman Park,,TX,US,2020-08-22,count: FB,170,,170,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-the-children/616395795975681/,,,
Adrian,Lenawee Courthouse,,MI,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Albany,New York State Capitol,,NY,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Albany,Linn County Courthouse,,OR,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Amarillo,Memorial Park,,TX,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Anchorage,Midtown Mall,,AK,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Annapolis,100 Main St,,MD,US,2020-08-22,count: FB,59,,59,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/stop-the-traffic/601018680559996/,,,
Asbury Park,Asbury Park Boardwalk,,NJ,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Atlanta,CNN Center,,GA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Augusta,Downtown Augusta Riverwalk,,GA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Augusta,"Maine State Capitol, 337 State St",,ME,US,2020-08-22,count: FB,24,,24,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-march/622882758354113/,,,
Aurora,3130 Oakland St,,CO,US,2020-08-22,count: FB,32,,32,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/free-the-children-walk-for-hum/563472730987282/,,,
Austin,422 Guadalupe St,,TX,US,2020-08-22,count: FB,53,,53,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-austi/242964686672843/,,,
Batavia,801 Randall Rd,,IL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,rally,,,,,1,1,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-human-trafficking-rally-st-0824-20200822-c4ay5xexkbbufnchdvinchc43m-story.html,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,
Bedminster,2336 Lamington Rd,,NJ,US,2020-08-22,,,,,,,Somerset County for Trump,"for Trump, for Back the Blue, for police",2,rally,,,,,1,1,https://www.facebook.com/events/315701179473376/?event_time_id=315701192806708,,,,
Benecia,Oak Rd and Vista Point,,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Billings,Courthouse Lawn,,MT,US,2020-08-22,count: FB,135,,135,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/billings-end-childhood-sexual-/2335778893385221/,,,
Birmingham,410 Doug Baker Blvd,,AL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Bloomington,Courthouse Square Historic District,,IN,US,2020-08-22,count: FB,20,,20,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-our-children-bloomington-/304201177557960/,,,
Boise,700 W Jefferson St,,ID,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Boston,Quincy St,,MA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Bozeman,Lindley Park,,MT,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Bremerton,4201 State Hwy 3 West,,WA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Brentwood,790 2nd St,,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Brownwood,Brown County Courthouse,Brown,TX,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://www.brownwoodnews.com/2020/08/17/save-our-children-march-set-for-saturday-at-courthouse/,,,,
Buffalo,765 Elmwood Ave,,NY,US,2020-08-22,count: FB,111,,111,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-movem/1727123774107712/,,,
Charleston,Waterfront Park,,SC,US,2020-08-22,around a dozen,12,,12,,,general protesters,against city's mandatory mask ordinance during COVID-19 pandemic,2,protest,,,,,1,1,https://www.live5news.com/2020/08/22/protesters-object-mask-ordinance/,,,,
Charleston,West Virginia State Capitol,,WV,US,2020-08-22,count: FB,23,,23,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/awareness-march-against-human-/1200496193641412/,,,
Charlotte,Romare Bearden Park,,NC,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Chattanooga,Coolidge Park,,TN,US,2020-08-22,nearly 100; over 100,100,,100,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://newschannel9.com/news/local/nearly-100-people-rally-at-coolidge-park-saturday-to-save-the-children,https://newschannel9.com/news/local/coordinators-for-saveourchildren-chattanooga-confirm-qanon-conspiracists-were-at-rally,https://wdef.com/2020/08/23/chattanooga-save-children-protest/,,
Chicago,100 W Randolph St,,IL,US,2020-08-22,count: FB,74,,74,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/205419730894311/,,,
China Grove,Main Street Loop,,NC,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-our-children-walk/704308693759515/?ti=as,,,
Chula Vista,590 3rd Ave,,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Cincinnati,Cincinnati City Hall,,OH,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Clarksburg,Harrison County Courthouse,,WV,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://www.wboy.com/news/harrison/save-the-children-rally-raises-awareness-about-human-trafficking/,,,,
Clearwater,135 Court St,,FL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-the-children/330761074760265/?ti=ia,,,
Cleveland,Willard Park,,OH,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
